CN2017,,SITC Rev 4
6202 13 90,ex,842.11
6202 19 00,ex,842.11
6202 91 00,ex,842.19
6202 92 00,ex,842.19
6202 93 00,ex,842.19
6202 99 00,ex,842.19
6203 11 00,-,841.21
6203 12 00,ex,841.22
6203 19 10,ex,841.22
6203 19 30,ex,841.22
6203 19 90,ex,841.22
6203 22 10,ex,841.23
6203 22 80,ex,841.23
6203 23 10,ex,841.23
6203 23 80,ex,841.23
6203 29 11,ex,841.23
6203 29 18,ex,841.23
6203 29 30,ex,841.23
6203 29 90,ex,841.23
6203 31 00,ex,841.30
6203 32 10,ex,841.30
6203 32 90,ex,841.30
6203 33 10,ex,841.30
6203 33 90,ex,841.30
6203 39 11,ex,841.30
6203 39 19,ex,841.30
6203 39 90,ex,841.30
6203 41 10,ex,841.40
6203 41 30,ex,841.40
6203 41 90,ex,841.40
6203 42 11,ex,841.40
6203 42 31,ex,841.40
6203 42 33,ex,841.40
6203 42 35,ex,841.40
6203 42 51,ex,841.40
6203 42 59,ex,841.40
6203 42 90,ex,841.40
6203 43 11,ex,841.40
6203 43 19,ex,841.40
6203 43 31,ex,841.40
6203 43 39,ex,841.40
6203 43 90,ex,841.40
6203 49 11,ex,841.40
6203 49 19,ex,841.40
6203 49 31,ex,841.40
6203 49 39,ex,841.40
6203 49 50,ex,841.40
6203 49 90,ex,841.40
6204 11 00,ex,842.21
6204 12 00,ex,842.21
6204 13 00,ex,842.21
6204 19 10,ex,842.21
6204 19 90,ex,842.21
6204 21 00,ex,842.22
6204 22 10,ex,842.22
6204 22 80,ex,842.22
6204 23 10,ex,842.22
6204 23 80,ex,842.22
6204 29 11,ex,842.22
6204 29 18,ex,842.22
6204 29 90,ex,842.22
6204 31 00,ex,842.30
6204 32 10,ex,842.30
6204 32 90,ex,842.30
6204 33 10,ex,842.30
6204 33 90,ex,842.30
6204 39 11,ex,842.30
6204 39 19,ex,842.30
6204 39 90,ex,842.30
6204 41 00,ex,842.40
6204 42 00,ex,842.40
6204 43 00,ex,842.40
6204 44 00,ex,842.40
6204 49 10,ex,842.40
6204 49 90,ex,842.40
6204 51 00,ex,842.50
6204 52 00,ex,842.50
6204 53 00,ex,842.50
6204 59 10,ex,842.50
6204 59 90,ex,842.50
6204 61 10,ex,842.60
6204 61 85,ex,842.60
6204 62 11,ex,842.60
6204 62 31,ex,842.60
6204 62 33,ex,842.60
6204 62 39,ex,842.60
6204 62 51,ex,842.60
6204 62 59,ex,842.60
6204 62 90,ex,842.60
6204 63 11,ex,842.60
6204 63 18,ex,842.60
6204 63 31,ex,842.60
6204 63 39,ex,842.60
6204 63 90,ex,842.60
6204 69 11,ex,842.60
6204 69 18,ex,842.60
6204 69 31,ex,842.60
6204 69 39,ex,842.60
6204 69 50,ex,842.60
6204 69 90,ex,842.60
6205 20 00,-,841.51
6205 30 00,ex,841.59
6205 90 10,ex,841.59
6205 90 80,ex,841.59
6206 10 00,ex,842.70
6206 20 00,ex,842.70
6206 30 00,ex,842.70
6206 40 00,ex,842.70
6206 90 10,ex,842.70
6206 90 90,ex,842.70
6207 11 00,ex,841.61
6207 19 00,ex,841.61
6207 21 00,ex,841.62
6207 22 00,ex,841.62
6207 29 00,ex,841.62
6207 91 00,ex,841.69
6207 99 10,ex,841.69
6207 99 90,ex,841.69
6208 11 00,ex,842.81
6208 19 00,ex,842.81
6208 21 00,ex,842.82
6208 22 00,ex,842.82
6208 29 00,ex,842.82
6208 91 00,ex,842.89
6208 92 00,ex,842.89
6208 99 00,ex,842.89
6209 20 00,ex,845.11
6209 30 00,ex,845.11
6209 90 10,ex,845.11
6209 90 90,ex,845.11
6210 10 10,ex,845.21
6210 10 92,ex,845.21
6210 10 98,ex,845.21
6210 20 00,ex,845.22
6210 30 00,ex,845.23
6210 40 00,ex,845.22
6210 50 00,ex,845.23
6211 11 00,-,845.61
6211 12 00,-,845.63
6211 20 00,-,845.81
6211 32 10,ex,845.87
6211 32 31,ex,845.87
6211 32 41,ex,845.87
6211 32 42,ex,845.87
6211 32 90,ex,845.87
6211 33 10,ex,845.87
6211 33 31,ex,845.87
6211 33 41,ex,845.87
6211 33 42,ex,845.87
6211 33 90,ex,845.87
6211 39 00,ex,845.87
6211 42 10,ex,845.89
6211 42 31,ex,845.89
6211 42 41,ex,845.89
6211 42 42,ex,845.89
6211 42 90,ex,845.89
6211 43 10,ex,845.89
6211 43 31,ex,845.89
6211 43 41,ex,845.89
6211 43 42,ex,845.89
6211 43 90,ex,845.89
6211 49 00,ex,845.89
6212 10 10,ex,845.51
6212 10 90,ex,845.51
6212 20 00,ex,845.52
6212 30 00,ex,845.52
6212 90 00,ex,845.52
6213 20 00,ex,846.11
6213 90 00,ex,846.11
6214 10 00,ex,846.12
6214 20 00,ex,846.12
6214 30 00,ex,846.12
6214 40 00,ex,846.12
6214 90 00,ex,846.12
6215 10 00,ex,846.13
6215 20 00,ex,846.13
6215 90 00,ex,846.13
6216 00 00,-,846.14
6217 10 00,ex,846.19
6217 90 00,ex,846.19
6301 10 00,-,775.85
6301 20 10,ex,658.31
6301 20 90,ex,658.31
6301 30 10,ex,658.32
6301 30 90,ex,658.32
6301 40 10,ex,658.33
6301 40 90,ex,658.33
6301 90 10,ex,658.39
6301 90 90,ex,658.39
6302 10 00,-,658.41
6302 21 00,ex,658.42
6302 22 10,ex,658.43
6302 22 90,ex,658.43
6302 29 10,ex,658.43
6302 29 90,ex,658.43
6302 31 00,ex,658.42
6302 32 10,ex,658.43
6302 32 90,ex,658.43
6302 39 20,ex,658.43
6302 39 90,ex,658.43
6302 40 00,-,658.44
6302 51 00,-,658.45
6302 53 10,ex,658.46
6302 53 90,ex,658.46
6302 59 10,ex,658.46
6302 59 90,ex,658.46
6302 60 00,ex,658.47
6302 91 00,ex,658.47
6302 93 10,ex,658.48
6302 93 90,ex,658.48
6302 99 10,ex,658.48
6302 99 90,ex,658.48
6303 12 00,ex,658.51
6303 19 00,ex,658.51
6303 91 00,ex,658.51
6303 92 10,ex,658.51
6303 92 90,ex,658.51
6303 99 10,ex,658.51
6303 99 90,ex,658.51
6304 11 00,ex,658.52
6304 19 10,ex,658.52
6304 19 30,ex,658.52
6304 19 90,ex,658.52
6304 20 00,ex,658.59
6304 91 00,ex,658.59
6304 92 00,ex,658.59
6304 93 00,ex,658.59
6304 99 00,ex,658.59
6305 10 10,ex,658.11
6305 10 90,ex,658.11
6305 20 00,-,658.12
6305 32 11,ex,658.13
6305 32 19,ex,658.13
6305 32 90,ex,658.13
6305 33 10,ex,658.13
6305 33 90,ex,658.13
6305 39 00,ex,658.13
6305 90 00,-,658.19
6306 12 00,ex,658.21
6306 19 00,ex,658.21
6306 22 00,ex,658.22
6306 29 00,ex,658.22
6306 30 00,-,658.23
6306 40 00,-,658.24
6306 90 00,-,658.29
6307 10 10,ex,658.92
6307 10 30,ex,658.92
6307 10 90,ex,658.92
6307 20 00,ex,658.93
6307 90 10,ex,658.93
6307 90 91,ex,658.93
6307 90 92,ex,658.93
6307 90 98,ex,658.93
6308 00 00,-,658.99
6309 00 00,-,269.01
6310 10 00,ex,269.02
6310 90 00,ex,269.02
6401 10 00,-,851.11
6401 92 10,ex,851.31
6401 92 90,ex,851.31
6401 99 00,ex,851.31
6402 12 10,ex,851.21
6402 12 90,ex,851.21
6402 19 00,-,851.23
6402 20 00,ex,851.32
6402 91 10,ex,851.32
6402 91 90,ex,851.32
6402 99 05,ex,851.32
6402 99 10,ex,851.32
6402 99 31,ex,851.32
6402 99 39,ex,851.32
6402 99 50,ex,851.32
6402 99 91,ex,851.32
6402 99 93,ex,851.32
6402 99 96,ex,851.32
6402 99 98,ex,851.32
6403 12 00,-,851.22
6403 19 00,-,851.24
6403 20 00,-,851.41
6403 40 00,-,851.15
6403 51 05,ex,851.48
6403 51 11,ex,851.48
6403 51 15,ex,851.48
6403 51 19,ex,851.48
6403 51 91,ex,851.48
6403 51 95,ex,851.48
6403 51 99,ex,851.48
6403 59 05,ex,851.48
6403 59 11,ex,851.48
6403 59 31,ex,851.48
6403 59 35,ex,851.48
6403 59 39,ex,851.48
6403 59 50,ex,851.48
6403 59 91,ex,851.48
6403 59 95,ex,851.48
6403 59 99,ex,851.48
6403 91 05,ex,851.48
6403 91 11,ex,851.48
6403 91 13,ex,851.48
6403 91 16,ex,851.48
6403 91 18,ex,851.48
6403 91 91,ex,851.48
6403 91 93,ex,851.48
6403 91 96,ex,851.48
6403 91 98,ex,851.48
6403 99 05,ex,851.48
6403 99 11,ex,851.48
6403 99 31,ex,851.48
6403 99 33,ex,851.48
6403 99 36,ex,851.48
6403 99 38,ex,851.48
6403 99 50,ex,851.48
6403 99 91,ex,851.48
6403 99 93,ex,851.48
6403 99 96,ex,851.48
6403 99 98,ex,851.48
6404 11 00,-,851.25
6404 19 10,ex,851.51
6404 19 90,ex,851.51
6404 20 10,ex,851.52
6404 20 90,ex,851.52
6405 10 00,-,851.49
6405 20 10,ex,851.59
6405 20 91,ex,851.59
6405 20 99,ex,851.59
6405 90 10,ex,851.70
6405 90 90,ex,851.70
6406 10 10,ex,851.90
6406 10 90,ex,851.90
6406 20 10,ex,851.90
6406 20 90,ex,851.90
6406 90 30,ex,851.90
6406 90 50,ex,851.90
6406 90 60,ex,851.90
6406 90 90,ex,851.90
6501 00 00,-,657.61
6502 00 00,-,657.62
6504 00 00,-,848.42
6505 00 10,ex,848.43
6505 00 30,ex,848.43
6505 00 90,ex,848.43
6506 10 10,ex,848.44
6506 10 80,ex,848.44
6506 91 00,-,848.45
6506 99 10,ex,848.49
6506 99 90,ex,848.49
6507 00 00,-,848.48
6601 10 00,ex,899.41
6601 91 00,ex,899.41
6601 99 20,ex,899.41
6601 99 90,ex,899.41
6602 00 00,-,899.42
6603 20 00,ex,899.49
6603 90 10,ex,899.49
6603 90 90,ex,899.49
6701 00 00,-,899.92
6702 10 00,-,899.21
6702 90 00,-,899.29
6703 00 00,-,899.94
6704 11 00,ex,899.95
6704 19 00,ex,899.95
6704 20 00,ex,899.95
6704 90 00,ex,899.95
6801 00 00,-,661.31
6802 10 00,-,661.33
6802 21 00,-,661.34
6802 23 00,ex,661.35
6802 29 00,ex,661.35
6802 91 00,-,661.36
6802 92 00,ex,661.39
6802 93 10,ex,661.39
6802 93 90,ex,661.39
6802 99 10,ex,661.39
6802 99 90,ex,661.39
6803 00 10,ex,661.32
6803 00 90,ex,661.32
6804 10 00,-,663.11
6804 21 00,ex,663.12
6804 22 12,ex,663.12
6804 22 18,ex,663.12
6804 22 30,ex,663.12
6804 22 50,ex,663.12
6804 22 90,ex,663.12
6804 23 00,ex,663.12
6804 30 00,-,663.13
6805 10 00,-,663.21
6805 20 00,-,663.22
6805 30 00,-,663.29
6806 10 00,-,663.51
6806 20 10,ex,663.52
6806 20 90,ex,663.52
6806 90 00,-,663.53
6807 10 00,ex,661.81
6807 90 00,ex,661.81
6808 00 00,-,661.82
6809 11 00,ex,663.31
6809 19 00,ex,663.31
6809 90 00,ex,663.31
6810 11 10,ex,663.32
6810 11 90,ex,663.32
6810 19 00,ex,663.32
6810 91 00,-,663.33
6810 99 00,-,663.34
6811 40 00,ex,661.83
6811 81 00,ex,661.83
6811 82 00,ex,661.83
6811 89 00,ex,661.83
6812 80 10,ex,663.81
6812 80 90,ex,663.81
6812 91 00,ex,663.81
6812 92 00,ex,663.81
6812 93 00,ex,663.81
6812 99 10,ex,663.81
6812 99 90,ex,663.81
6813 20 00,ex,663.82
6813 81 00,ex,663.82
6813 89 00,ex,663.82
6814 10 00,ex,663.35
6814 90 00,ex,663.35
6815 10 10,ex,663.36
6815 10 90,ex,663.36
6815 20 00,-,663.37
6815 91 00,-,663.38
6815 99 00,-,663.39
6901 00 00,-,662.31
6902 10 00,ex,662.32
6902 20 10,ex,662.32
6902 20 91,ex,662.32
6902 20 99,ex,662.32
6902 90 00,ex,662.32
6903 10 00,ex,663.70
6903 20 10,ex,663.70
6903 20 90,ex,663.70
6903 90 10,ex,663.70
6903 90 90,ex,663.70
6904 10 00,ex,662.41
6904 90 00,ex,662.41
6905 10 00,ex,662.42
6905 90 00,ex,662.42
6906 00 00,-,662.43
6907 21 00,ex,662.45
6907 22 00,ex,662.45
6907 23 00,ex,662.45
6907 30 00,ex,662.45
6907 40 00,ex,662.45
6909 11 00,ex,663.91
6909 12 00,ex,663.91
6909 19 00,ex,663.91
6909 90 00,ex,663.91
6910 10 00,-,812.21
6910 90 00,-,812.29
6911 10 00,-,666.11
6911 90 00,-,666.12
6912 00 21,ex,666.13
6912 00 23,ex,666.13
6912 00 25,ex,666.13
6912 00 29,ex,666.13
6912 00 81,ex,666.13
6912 00 83,ex,666.13
6912 00 85,ex,666.13
6912 00 89,ex,666.13
6913 10 00,-,666.21
6913 90 10,ex,666.29
6913 90 93,ex,666.29
6913 90 98,ex,666.29
6914 10 00,ex,663.99
6914 90 00,ex,663.99
7001 00 10,ex,664.11
7001 00 91,ex,664.11
7001 00 99,ex,664.11
7002 10 00,ex,664.12
7002 20 10,ex,664.12
7002 20 90,ex,664.12
7002 31 00,ex,664.12
7002 32 00,ex,664.12
7002 39 00,ex,664.12
7003 12 10,ex,664.51
7003 12 91,ex,664.51
7003 12 99,ex,664.51
7003 19 10,ex,664.51
7003 19 90,ex,664.51
7003 20 00,-,664.52
7003 30 00,-,664.53
7004 20 10,ex,664.31
7004 20 91,ex,664.31
7004 20 99,ex,664.31
7004 90 10,ex,664.39
7004 90 80,ex,664.39
7005 10 05,ex,664.41
7005 10 25,ex,664.41
7005 10 30,ex,664.41
7005 10 80,ex,664.41
7005 21 25,ex,664.41
7005 21 30,ex,664.41
7005 21 80,ex,664.41
7005 29 25,ex,664.41
7005 29 35,ex,664.41
7005 29 80,ex,664.41
7005 30 00,-,664.42
7006 00 10,ex,664.91
7006 00 90,ex,664.91
7007 11 10,ex,664.71
7007 11 90,ex,664.71
7007 19 10,ex,664.71
7007 19 20,ex,664.71
7007 19 80,ex,664.71
7007 21 20,ex,664.72
7007 21 80,ex,664.72
7007 29 00,ex,664.72
7008 00 20,ex,664.92
7008 00 81,ex,664.92
7008 00 89,ex,664.92
7009 10 00,-,664.81
7009 91 00,ex,664.89
7009 92 00,ex,664.89
7010 10 00,-,665.92
7010 20 00,ex,665.10
7010 90 10,ex,665.10
7010 90 21,ex,665.10
7010 90 31,ex,665.10
7010 90 41,ex,665.10
7010 90 43,ex,665.10
7010 90 45,ex,665.10
7010 90 47,ex,665.10
7010 90 51,ex,665.10
7010 90 53,ex,665.10
7010 90 55,ex,665.10
7010 90 57,ex,665.10
7010 90 61,ex,665.10
7010 90 67,ex,665.10
7010 90 71,ex,665.10
7010 90 79,ex,665.10
7010 90 91,ex,665.10
7010 90 99,ex,665.10
7011 10 00,ex,664.93
7011 20 00,ex,664.93
7011 90 00,ex,664.93
7013 10 00,-,665.21
7013 22 10,ex,665.22
7013 22 90,ex,665.22
7013 28 10,ex,665.22
7013 28 90,ex,665.22
7013 33 11,ex,665.22
7013 33 19,ex,665.22
7013 33 91,ex,665.22
7013 33 99,ex,665.22
7013 37 10,ex,665.22
7013 37 51,ex,665.22
7013 37 59,ex,665.22
7013 37 91,ex,665.22
7013 37 99,ex,665.22
7013 41 10,ex,665.23
7013 41 90,ex,665.23
7013 42 00,ex,665.23
7013 49 10,ex,665.23
7013 49 91,ex,665.23
7013 49 99,ex,665.23
7013 91 10,ex,665.29
7013 91 90,ex,665.29
7013 99 00,ex,665.29
7014 00 00,-,665.95
7015 10 00,ex,664.94
7015 90 00,ex,664.94
7016 10 00,-,665.94
7016 90 10,ex,664.96
7016 90 40,ex,664.96
7016 90 70,ex,664.96
7017 10 00,ex,665.91
7017 20 00,ex,665.91
7017 90 00,ex,665.91
7018 10 11,ex,665.93
7018 10 19,ex,665.93
7018 10 30,ex,665.93
7018 10 51,ex,665.93
7018 10 59,ex,665.93
7018 10 90,ex,665.93
7018 20 00,ex,665.93
7018 90 10,ex,665.93
7018 90 90,ex,665.93
7019 11 00,ex,651.95
7019 12 00,ex,651.95
7019 19 10,ex,651.95
7019 19 90,ex,651.95
7019 31 00,ex,664.95
7019 32 00,ex,664.95
7019 39 00,ex,664.95
7019 40 00,ex,654.60
7019 51 00,ex,654.60
7019 52 00,ex,654.60
7019 59 00,ex,654.60
7019 90 00,ex,664.95
7020 00 05,ex,665.99
7020 00 07,ex,665.99
7020 00 08,ex,665.99
7020 00 10,ex,665.99
7020 00 30,ex,665.99
7020 00 80,ex,665.99
7101 10 00,-,667.11
7101 21 00,-,667.12
7101 22 00,-,667.13
7102 10 00,-,667.21
7102 21 00,-,277.11
7102 29 00,-,277.19
7102 31 00,-,667.22
7102 39 00,-,667.29
7103 10 00,-,667.31
7103 91 00,ex,667.39
7103 99 00,ex,667.39
7104 10 00,-,667.41
7104 20 00,-,667.42
7104 90 00,-,667.49
7105 10 00,ex,277.21
7105 90 00,ex,277.21
7106 10 00,ex,681.14
7106 91 00,-,681.13
7106 92 00,ex,681.14
7107 00 00,-,681.12
7108 11 00,ex,971.01
7108 12 00,ex,971.01
7108 13 10,ex,971.01
7108 13 80,ex,971.01
7108 20 00,ex,972.00
7109 00 00,-,971.02
7110 11 00,-,681.23
7110 19 10,ex,681.25
7110 19 80,ex,681.25
7110 21 00,ex,681.24
7110 29 00,ex,681.25
7110 31 00,ex,681.24
7110 39 00,ex,681.25
7110 41 00,ex,681.24
7110 49 00,ex,681.25
7111 00 00,-,681.22
7112 30 00,ex,971.03
7112 91 00,ex,971.03
7112 92 00,-,289.21
7112 99 00,-,289.29
7113 11 00,ex,897.31
7113 19 00,ex,897.31
7113 20 00,ex,897.31
7114 11 00,ex,897.32
7114 19 00,ex,897.32
7114 20 00,ex,897.32
7115 10 00,-,897.41
7115 90 00,-,897.49
7116 10 00,ex,897.33
7116 20 11,ex,897.33
7116 20 80,ex,897.33
7117 11 00,ex,897.21
7117 19 00,ex,897.21
7117 90 00,-,897.29
7118 10 00,-,961.00
7118 90 00,ex,972.00
7201 10 11,ex,671.21
7201 10 19,ex,671.21
7201 10 30,ex,671.21
7201 10 90,ex,671.21
7201 20 00,-,671.22
7201 50 10,ex,671.23
7201 50 90,ex,671.23
7202 11 20,ex,671.41
7202 11 80,ex,671.41
7202 19 00,-,671.49
7202 21 00,ex,671.51
7202 29 10,ex,671.51
7202 29 90,ex,671.51
7202 30 00,-,671.52
7202 41 10,ex,671.53
7202 41 90,ex,671.53
7202 49 10,ex,671.53
7202 49 50,ex,671.53
7202 49 90,ex,671.53
7202 50 00,-,671.54
7202 60 00,-,671.55
7202 70 00,ex,671.59
7202 80 00,ex,671.59
7202 91 00,ex,671.59
7202 92 00,ex,671.59
7202 93 00,ex,671.59
7202 99 10,ex,671.59
7202 99 30,ex,671.59
7202 99 80,ex,671.59
7203 10 00,ex,671.33
7203 90 00,ex,671.33
7204 10 00,-,282.10
7204 21 10,ex,282.21
7204 21 90,ex,282.21
7204 29 00,-,282.29
7204 30 00,-,282.31
7204 41 10,ex,282.32
7204 41 91,ex,282.32
7204 41 99,ex,282.32
7204 49 10,ex,282.39
7204 49 30,ex,282.39
7204 49 90,ex,282.39
7204 50 00,-,282.33
7205 10 00,-,671.31
7205 21 00,ex,671.32
7205 29 00,ex,671.32
7206 10 00,-,672.41
7206 90 00,-,672.45
7207 11 11,ex,672.61
7207 11 14,ex,672.61
7207 11 16,ex,672.61
7207 11 90,ex,672.61
7207 12 10,ex,672.62
7207 12 90,ex,672.62
7207 19 12,ex,672.69
7207 19 19,ex,672.69
7207 19 80,ex,672.69
7207 20 11,ex,672.70
7207 20 15,ex,672.70
7207 20 17,ex,672.70
7207 20 19,ex,672.70
7207 20 32,ex,672.70
7207 20 39,ex,672.70
7207 20 52,ex,672.70
7207 20 59,ex,672.70
7207 20 80,ex,672.70
7208 10 00,ex,673.21
7208 25 00,ex,673.21
7208 26 00,ex,673.21
7208 27 00,ex,673.21
7208 36 00,ex,673.21
7208 37 00,ex,673.21
7208 38 00,ex,673.21
7208 39 00,ex,673.21
7208 40 00,ex,673.24
7208 51 20,ex,673.24
7208 51 91,ex,673.24
7208 51 98,ex,673.24
7208 52 10,ex,673.24
7208 52 91,ex,673.24
7208 52 99,ex,673.24
7208 53 10,ex,673.24
7208 53 90,ex,673.24
7208 54 00,ex,673.24
7208 90 20,ex,673.51
7208 90 80,ex,673.51
7209 15 00,ex,673.41
7209 16 10,ex,673.41
7209 16 90,ex,673.41
7209 17 10,ex,673.41
7209 17 90,ex,673.41
7209 18 10,ex,673.41
7209 18 91,ex,673.41
7209 18 99,ex,673.41
7209 25 00,ex,673.46
7209 26 10,ex,673.46
7209 26 90,ex,673.46
7209 27 10,ex,673.46
7209 27 90,ex,673.46
7209 28 10,ex,673.46
7209 28 90,ex,673.46
7209 90 20,ex,673.52
7209 90 80,ex,673.52
7210 11 00,ex,674.21
7210 12 20,ex,674.21
7210 12 80,ex,674.21
7210 20 00,-,674.41
7210 30 00,-,674.11
7210 41 00,ex,674.13
7210 49 00,ex,674.13
7210 50 00,-,674.42
7210 61 00,ex,674.43
7210 69 00,ex,674.43
7210 70 10,ex,674.31
7210 70 80,ex,674.31
7210 90 30,ex,674.44
7210 90 40,ex,674.44
7210 90 80,ex,674.44
7211 13 00,ex,673.27
7211 14 00,ex,673.27
7211 19 00,-,673.29
7211 23 20,ex,673.49
7211 23 30,ex,673.49
7211 23 80,ex,673.49
7211 29 00,ex,673.49
7211 90 20,ex,673.53
7211 90 80,ex,673.53
7212 10 10,ex,674.22
7212 10 90,ex,674.22
7212 20 00,-,674.12
7212 30 00,-,674.14
7212 40 20,ex,674.32
7212 40 80,ex,674.32
7212 50 20,ex,674.51
7212 50 30,ex,674.51
7212 50 40,ex,674.51
7212 50 61,ex,674.51
7212 50 69,ex,674.51
7212 50 90,ex,674.51
7212 60 00,-,674.52
7213 10 00,-,676.11
7213 20 00,-,676.12
7213 91 10,ex,676.19
7213 91 20,ex,676.19
7213 91 41,ex,676.19
7213 91 49,ex,676.19
7213 91 70,ex,676.19
7213 91 90,ex,676.19
7213 99 10,ex,676.19
7213 99 90,ex,676.19
7214 10 00,-,676.43
7214 20 00,-,676.21
7214 30 00,-,676.22
7214 91 10,ex,676.29
7214 91 90,ex,676.29
7214 99 10,ex,676.29
7214 99 31,ex,676.29
7214 99 39,ex,676.29
7214 99 50,ex,676.29
7214 99 71,ex,676.29
7214 99 79,ex,676.29
7214 99 95,ex,676.29
7215 10 00,-,676.31
7215 50 11,ex,676.33
7215 50 19,ex,676.33
7215 50 80,ex,676.33
7215 90 00,-,676.44
7216 10 00,ex,676.81
7216 21 00,ex,676.81
7216 22 00,ex,676.81
7216 31 10,ex,676.82
7216 31 90,ex,676.82
7216 32 11,ex,676.82
7216 32 19,ex,676.82
7216 32 91,ex,676.82
7216 32 99,ex,676.82
7216 33 10,ex,676.82
7216 33 90,ex,676.82
7216 40 10,ex,676.82
7216 40 90,ex,676.82
7216 50 10,ex,676.83
7216 50 91,ex,676.83
7216 50 99,ex,676.83
7216 61 10,ex,676.84
7216 61 90,ex,676.84
7216 69 00,ex,676.84
7216 91 10,ex,676.85
7216 91 80,ex,676.85
7216 99 00,ex,676.85
7217 10 10,ex,678.14
7217 10 31,ex,678.14
7217 10 39,ex,678.14
7217 10 50,ex,678.14
7217 10 90,ex,678.14
7217 20 10,ex,678.15
7217 20 30,ex,678.15
7217 20 50,ex,678.15
7217 20 90,ex,678.15
7217 30 41,ex,678.15
7217 30 49,ex,678.15
7217 30 50,ex,678.15
7217 30 90,ex,678.15
7217 90 20,ex,678.19
7217 90 50,ex,678.19
7217 90 90,ex,678.19
7218 10 00,-,672.47
7218 91 10,ex,672.81
7218 91 80,ex,672.81
7218 99 11,ex,672.81
7218 99 19,ex,672.81
7218 99 20,ex,672.81
7218 99 80,ex,672.81
7219 11 00,ex,675.31
7219 12 10,ex,675.31
7219 12 90,ex,675.31
7219 13 10,ex,675.32
7219 13 90,ex,675.32
7219 14 10,ex,675.33
7219 14 90,ex,675.33
7219 21 10,ex,675.34
7219 21 90,ex,675.34
7219 22 10,ex,675.34
7219 22 90,ex,675.34
7219 23 00,-,675.35
7219 24 00,-,675.36
7219 31 00,-,675.51
7219 32 10,ex,675.52
7219 32 90,ex,675.52
7219 33 10,ex,675.53
7219 33 90,ex,675.53
7219 34 10,ex,675.54
7219 34 90,ex,675.54
7219 35 10,ex,675.55
7219 35 90,ex,675.55
7219 90 20,ex,675.71
7219 90 80,ex,675.71
7220 11 00,-,675.37
7220 12 00,-,675.38
7220 20 21,ex,675.56
7220 20 29,ex,675.56
7220 20 41,ex,675.56
7220 20 49,ex,675.56
7220 20 81,ex,675.56
7220 20 89,ex,675.56
7220 90 20,ex,675.72
7220 90 80,ex,675.72
7221 00 10,ex,676.15
7221 00 90,ex,676.15
7222 11 11,ex,676.25
7222 11 19,ex,676.25
7222 11 81,ex,676.25
7222 11 89,ex,676.25
7222 19 10,ex,676.25
7222 19 90,ex,676.25
7222 20 11,ex,676.34
7222 20 19,ex,676.34
7222 20 21,ex,676.34
7222 20 29,ex,676.34
7222 20 31,ex,676.34
7222 20 39,ex,676.34
7222 20 81,ex,676.34
7222 20 89,ex,676.34
7222 30 51,ex,676.45
7222 30 91,ex,676.45
7222 30 97,ex,676.45
7222 40 10,ex,676.87
7222 40 50,ex,676.87
7222 40 90,ex,676.87
7223 00 11,ex,678.21
7223 00 19,ex,678.21
7223 00 91,ex,678.21
7223 00 99,ex,678.21
7224 10 10,ex,672.49
7224 10 90,ex,672.49
7224 90 02,ex,672.82
7224 90 03,ex,672.82
7224 90 05,ex,672.82
7224 90 07,ex,672.82
7224 90 14,ex,672.82
7224 90 18,ex,672.82
7224 90 31,ex,672.82
7224 90 38,ex,672.82
7224 90 90,ex,672.82
7225 11 00,ex,675.11
7225 19 10,ex,675.11
7225 19 90,ex,675.11
7225 30 10,ex,675.41
7225 30 30,ex,675.41
7225 30 90,ex,675.41
7225 40 12,ex,675.42
7225 40 15,ex,675.42
7225 40 40,ex,675.42
7225 40 60,ex,675.42
7225 40 90,ex,675.42
7225 50 20,ex,675.61
7225 50 80,ex,675.61
7225 91 00,ex,675.73
7225 92 00,ex,675.73
7225 99 00,ex,675.73
7226 11 00,ex,675.12
7226 19 10,ex,675.12
7226 19 80,ex,675.12
7226 20 00,-,675.20
7226 91 20,ex,675.43
7226 91 91,ex,675.43
7226 91 99,ex,675.43
7226 92 00,-,675.62
7226 99 10,ex,675.74
7226 99 30,ex,675.74
7226 99 70,ex,675.74
7227 10 00,-,676.17
7227 20 00,ex,676.19
7227 90 10,ex,676.19
7227 90 50,ex,676.19
7227 90 95,ex,676.19
7228 10 20,ex,676.41
7228 10 50,ex,676.41
7228 10 90,ex,676.41
7228 20 10,ex,676.42
7228 20 91,ex,676.42
7228 20 99,ex,676.42
7228 30 20,ex,676.29
7228 30 41,ex,676.29
7228 30 49,ex,676.29
7228 30 61,ex,676.29
7228 30 69,ex,676.29
7228 30 70,ex,676.29
7228 30 89,ex,676.29
7228 40 10,ex,676.46
7228 40 90,ex,676.46
7228 50 20,ex,676.39
7228 50 40,ex,676.39
7228 50 61,ex,676.39
7228 50 69,ex,676.39
7228 50 80,ex,676.39
7228 60 20,ex,676.47
7228 60 80,ex,676.47
7228 70 10,ex,676.88
7228 70 90,ex,676.88
7228 80 00,-,676.48
7229 20 00,ex,678.29
7229 90 20,ex,678.29
7229 90 50,ex,678.29
7229 90 90,ex,678.29
7301 10 00,ex,676.86
7301 20 00,ex,676.86
7302 10 10,ex,677.01
7302 10 22,ex,677.01
7302 10 28,ex,677.01
7302 10 40,ex,677.01
7302 10 50,ex,677.01
7302 10 90,ex,677.01
7302 30 00,ex,677.09
7302 40 00,ex,677.09
